id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
152,flight,/flaɪt/,航班；飛行,Our flight is at 2 p.m.,我們的航班是下午兩點。,Is our flight on time?,我們的航班準時嗎？,Transportation / Travel,easy,0,
153,airline,/ˈer.laɪn/,航空公司,Which airline are you flying with?,你們搭哪家航空公司？,Our airline allows online check-in.,我們的航空公司可以線上報到。,Transportation / Travel,medium,0,
154,check-in counter,/ˈtʃek.ɪn ˈkaʊn.t̬ɚ/,報到櫃台,Where is the check-in counter?,報到櫃台在哪裡？,The check-in counter is not open yet.,報到櫃台還沒開。,Transportation / Travel,medium,0,
155,boarding pass,/ˈbɔːr.dɪŋ pæs/,登機證,May I see your boarding pass?,可以看你的登機證嗎？,I lost my boarding pass.,我弄丟了登機證。,Transportation / Travel,medium,0,
156,gate,/ɡeɪt/,登機門；門口,Which gate should we go to?,我們要去幾號登機門？,The gate has changed.,登機門改了。,Transportation / Travel,easy,0,
157,boarding time,/ˈbɔːr.dɪŋ taɪm/,登機時間,What is the boarding time?,登機時間是幾點？,Please arrive before boarding time.,請在登機時間前抵達。,Transportation / Travel,medium,0,
158,departure,/dɪˈpɑːr.tʃɚ/,出發；出境,Where is the departure hall?,出境大廳在哪裡？,Our departure time is 2 p.m.,我們的出發時間是下午兩點。,Transportation / Travel,medium,0,
159,arrival,/əˈraɪ.vəl/,抵達；入境,Where is the arrival hall?,入境大廳在哪裡？,The arrival area is crowded.,入境區很擁擠。,Transportation / Travel,medium,0,
160,baggage claim,/ˈbæɡ.ɪdʒ kleɪm/,行李提領處,Where is the baggage claim area?,行李提領區在哪裡？,We are waiting at baggage claim.,我們正在行李提領處等待。,Transportation / Travel,medium,0,
161,stroller,/ˈstroʊ.lɚ/,嬰兒車；推車,Can we bring the stroller to the gate?,我們可以把推車推到登機門嗎？,Where can we rent a stroller?,哪裡可以租推車？,Transportation / Travel,medium,0,
162,security check,/sɪˈkjʊr.ə.t̬i tʃek/,安檢,Where is the security check?,安檢在哪裡？,We need to go through security check first.,我們需要先通過安檢。,Transportation / Travel,medium,0,
163,immigration,/ˌɪm.əˈɡreɪ.ʃən/,入境審查；移民局,We need to go through immigration.,我們需要通過入境審查。,Is this the line for immigration?,這是入境審查的隊伍嗎？,Transportation / Travel,hard,0,
164,passport control,/ˈpæs.pɔːrt kənˌtroʊl/,護照查驗,Where is passport control?,護照查驗在哪裡？,Please follow the signs to passport control.,請依照指示前往護照查驗。,Transportation / Travel,medium,0,
165,taxi stand,/ˈtæk.si stænd/,計程車招呼站,Please take us to this hotel.,請載我們到這間飯店。,The taxi stand is outside the terminal.,計程車招呼站在航廈外面。,Transportation / Travel,easy,0,
166,ride-hailing,/ˈraɪd ˌheɪ.lɪŋ/,叫車服務,Can we use a ride-hailing app here?,這裡可以用叫車 App 嗎？,Ride-hailing may be cheaper than a taxi.,叫車服務可能比計程車便宜。,Transportation / Travel,medium,0,
167,driver,/ˈdraɪ.vɚ/,司機,Could you tell the driver this address?,可以幫我跟司機說這個地址嗎？,The driver is waiting at the entrance.,司機正在入口等。,Transportation / Travel,easy,0,
168,address,/ˈæd.res/,地址,This is our hotel address.,這是我們飯店地址。,Could you write the address in English?,可以用英文寫下地址嗎？,Transportation / Travel,medium,0,
169,fare,/fer/,車資；票價,How much is the fare?,車資多少錢？,Is the child fare cheaper?,兒童票價比較便宜嗎？,Transportation / Travel,medium,0,
170,meter,/ˈmiː.t̬ɚ/,計程車跳表；儀表,Please use the meter.,請使用跳表。,Is the taxi meter running?,計程車跳表有啟動嗎？,Transportation / Travel,medium,0,
171,traffic,/ˈtræf.ɪk/,交通；車流,Is the traffic heavy now?,現在塞車嗎？,Traffic is lighter in the morning.,早上的交通比較順。,Transportation / Travel,medium,0,
172,traffic jam,/ˈtræf.ɪk dʒæm/,塞車,There is a traffic jam.,現在塞車。,We may be late because of a traffic jam.,我們可能因為塞車而遲到。,Transportation / Travel,medium,0,
173,MRT,/ˌem ɑːr ˈtiː/,捷運；地鐵,Which MRT line should we take?,我們要搭哪條 MRT？,Can we use a credit card on the MRT?,我們可以用信用卡搭 MRT 嗎？,Transportation / Travel,easy,0,
174,station,/ˈsteɪ.ʃən/,車站,Which station should we get off at?,我們要在哪一站下車？,The station is close to our hotel.,車站離我們飯店很近。,Transportation / Travel,easy,0,
175,line,/laɪn/,路線；排隊隊伍,Is this the correct line?,這是正確的路線嗎？,We need to change to the Downtown Line.,我們需要換到 Downtown Line。,Transportation / Travel,easy,0,
176,platform,/ˈplæt.fɔːrm/,月台；平台,Which platform should we go to?,我們要去哪個月台？,The train leaves from platform two.,這班車從二號月台出發。,Transportation / Travel,medium,0,
177,train,/treɪn/,電車；火車,Is this train going to Chinatown?,這班車有到牛車水嗎？,The next train arrives in three minutes.,下一班車三分鐘後到。,Transportation / Travel,easy,0,
178,public bus,/ˌpʌb.lɪk ˈbʌs/,公車；巴士,Is this the public bus to the zoo?,這是去動物園的公車嗎？,We need to take a public bus after the MRT.,我們搭完 MRT 後需要轉乘公車。,Transportation / Travel,easy,0,
179,bus stop,/ˈbʌs stɑːp/,公車站,Where is the nearest bus stop?,最近的公車站在哪裡？,The bus stop is across the street.,公車站在街道對面。,Transportation / Travel,easy,0,
180,transfer,/trænsˈfɝː/,轉車；轉乘,Where should we transfer?,我們要在哪裡轉車？,We need to transfer at Dhoby Ghaut.,我們需要在多美歌轉車。,Transportation / Travel,medium,0,
181,direction,/dɪˈrek.ʃən/,方向,Are we going in the right direction?,我們方向對嗎？,Please point us in the right direction.,請幫我們指出正確方向。,Transportation / Travel,medium,0,
182,map,/mæp/,地圖,Could you show me on the map?,可以在地圖上指給我看嗎？,I downloaded the map before the trip.,我出發前下載了地圖。,Transportation / Travel,easy,0,
183,route,/ruːt/,路線,What is the fastest route?,最快的路線是哪一條？,This route has fewer transfers.,這條路線轉乘比較少。,Transportation / Travel,medium,0,
184,ticket,/ˈtɪk.ɪt/,票；門票,I need a ticket for the show.,我需要一張表演門票。,Do children need tickets?,小孩需要買票嗎？,Transportation / Travel,easy,0,
185,ticket machine,/ˈtɪk.ɪt məˌʃiːn/,售票機,How do I use this ticket machine?,這台售票機怎麼使用？,The ticket machine accepts cards.,這台售票機可以刷卡。,Transportation / Travel,medium,0,
186,ticket counter,/ˈtɪk.ɪt ˈkaʊn.t̬ɚ/,售票櫃台,Where is the ticket counter?,售票櫃台在哪裡？,Please buy the zoo tickets at the ticket counter.,請在售票櫃台買動物園門票。,Transportation / Travel,medium,0,
187,one-way ticket,/ˌwʌn ˈweɪ ˈtɪk.ɪt/,單程票,I need five one-way tickets.,我需要五張單程票。,Is a one-way ticket enough for this route?,這條路線買單程票就夠了嗎？,Transportation / Travel,medium,0,
188,round-trip ticket,/ˌraʊnd ˈtrɪp ˈtɪk.ɪt/,來回票,Do you sell round-trip tickets?,你們有賣來回票嗎？,A round-trip ticket may be cheaper.,來回票可能比較便宜。,Transportation / Travel,medium,0,
189,entrance,/ˈen.trəns/,入口,Where is the entrance?,入口在哪裡？,The stroller entrance is on the left.,推車入口在左邊。,Transportation / Travel,easy,0,
190,exit,/ˈek.sɪt/,出口,Where is the exit?,出口在哪裡？,Please meet us near the exit.,請在出口附近跟我們會合。,Transportation / Travel,easy,0,
191,restroom,/ˈres.truːm/,廁所,Where is the nearest restroom?,最近的廁所在哪裡？,My child needs the restroom now.,我的小孩現在需要上廁所。,Transportation / Travel,easy,0,
192,lift,/lɪft/,電梯（英式）,Is there a lift nearby?,附近有電梯嗎？,We need an elevator because we have a stroller.,我們有推車，所以需要電梯。,Transportation / Travel,easy,0,
193,escalator,/ˈes.kə.leɪ.t̬ɚ/,手扶梯,Please hold the handrail on the escalator.,搭手扶梯請握扶手。,Where is the nearest escalator?,最近的手扶梯在哪裡？,Transportation / Travel,medium,0,
194,lost,/lɔːst/,迷路；遺失；走失,We are lost. Could you help us?,我們迷路了，可以幫忙嗎？,My child is lost. Please help me.,我的小孩走失了，請幫我。,Transportation / Travel,easy,0,
195,emergency,/ɪˈmɝː.dʒən.si/,緊急情況,This is an emergency.,這是緊急情況。,Where is the emergency exit?,緊急出口在哪裡？,Transportation / Travel,hard,0,
196,medical help,/ˈmed.ɪ.kəl help/,醫療協助,We need medical help for my child.,我的小孩需要醫療協助。,Where can we get medical help nearby?,附近哪裡可以取得醫療協助？,Transportation / Travel,medium,0,
